Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016001856,B2VOL-VOL005,8,998,Comhlámh,22000,3,10,110,B01,Comhlamh Core support: VI01-2016 Comhlamh Grant 2016,99810,,01/01/2016,31/12/2016,Comhlamh Core support: VI01-2016 Comhlamh Grant 2016,,,,,,1,,,,,,,918,395,395, 0.44 , 0.44 ,,,395,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000194,B1RSAOB1ICL-HIVRSCHO01,8,218,Choice,23000,3,10,110,B01,"Choice: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs capacity & skillsclose out grant",16064,,01/01/2016,31/12/2016,"Choice: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Develop & Enhance CBOs capacity & skillsclose out grant",1,0,0,,,1,,,0,0,0,0,918,200,200, 0.22 , 0.22 ,,,200,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000532,B1ZIMOB01HIV-HIVRSSAFAID,8,265,Sa Hiv/Aids Info Disseminat Se,23000,3,10,110,B01,Southern Africa Hiv And Aids Info Dissemination Se: ZIM PROG HIV & GBV AT COMMUNITY LEVEL: Intergrated HIV & GBV prevention,12261,,01/01/2016,31/12/2016,Southern Africa Hiv And Aids Info Dissemination Se: ZIM PROG HIV & GBV AT COMMUNITY LEVEL: Intergrated HIV & GBV prevention bypromoting Gendertransformation,2,0,1,,,1,,,0,0,0,0,918,250,250, 0.28 , 0.28 ,,,250,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016000200,B1RSAOB2SGD-GOVRSTECH01,8,218,Technoserve,23000,3,10,110,B01,TECHNOSERVE SKILLS BUILDING: Improved Capacity 2 Enhance Socio-Eco Growth & Dev: building responsibleintergraded development growth of farmers,11430,,01/01/2016,31/12/2016,TECHNOSERVE SKILLS BUILDING: Improved Capacity 2 Enhance Socio-Eco Growth & Dev: Close out grant for building responsibleintergraded developmentgrowth of farmers,0,2,1,,,1,,,0,1,2,0,918,150,150, 0.17 , 0.17 ,,,150,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000264,B1TANOB2FSN-TANOB2ISCD,8,282,PANITA,23000,3,10,110,B01,Improving Food Security and Nutrition: Contribute to SUN movement in TZ through strengtheed advocacy for reduce  mulnuttion of children under five,12240,,01/01/2016,31/12/2016,Institutional Strengthening and Capacity Developme: Improving Food Security and Nutrition: Contribute to SUN movement in TZ through strengtheed advocacy for reduce  mulnuttion of children under five,1,0,1,,,1,,,0,0,0,0,918,300,300, 0.33 , 0.33 ,,,300,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016000270,B1TANOB3LHS-TANOB3DBGV,8,282,Comprehensive Community Based Rehabilitation,23000,3,10,110,B01,Diasabilityand Gender Based Violence Services: People have access to quality disability servicesas well as maternal and newborn healthcare,12110,,01/01/2016,31/12/2016,Diasabilityand Gender Based Violence(GBV) Services: Improving Local Health Services: People have access to quality disability servicesas well as maternal and newborn healthcare,2,0,2,,,1,,,0,0,0,0,918,1000,1000, 1.11 , 1.11 ,,,1000,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016000268,B1TANOB3LHS-TANOB3ACCT,8,282,Sikika,23000,3,10,110,B01,Improving Local Health Services: Ensure quality health by strengthening healthsystems&Public Financial mgmtthrough social acct monitoring,12110,,01/01/2016,31/12/2016,Accountability: Improving Local Health Services: Ensure quality health by strengthening healthsystems&Public Financial mgmtthrough social acct monitoring,2,0,2,,,1,,,0,0,0,0,918,400,400, 0.44 , 0.44 ,,,400,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016000185,B1PAA-RECHQ050,8,550,Palestinian Centre For Human Rights (PCHR),23000,3,10,110,B01,Human Rights & Recovery Assistance: Palestinian Centre for Human Rights Core funding 2016 14/12/2016,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Palestinian Centre for Human Rights Core funding 2016 14/12/2016,0,0,2,,,1,,,0,0,0,0,918,80,80, 0.09 , 0.09 ,,,80,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000179,B1PAA-RECHQ050,8,550,Addameer Prison Support And Human Rights,23000,3,10,110,B01,Human Rights & Recovery Assistance: Addameer - Irish Aid core funding 2016 14/12/2016,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Addameer - Irish Aid core funding 2016 14/12/2016,0,0,2,,,1,,,0,0,0,0,918,75,75, 0.08 , 0.08 ,,,75,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000213,B1SAREGOB1HIV-GOVRSSAL01,8,218,Southern African Liaison Office,23000,3,10,110,B01,Southern African Liaison Office: REGIONAL PROG OBJ 1 HIV & GBV: Close out funds 2016 Bilateral support,15160,,01/01/2016,31/12/2016,Southern African Liaison Office: REGIONAL PROG OBJ 1 HIV & GBV: Close out funds 2016 Bilateral support,1,0,2,,,1,,,0,0,0,0,918,40,40, 0.04 , 0.04 ,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000281,B1TANOB4GGA-TANOB4DOAC,8,282,TANZANIA MEDIA FOUNDATION,23000,3,10,110,B01,Domestic Oversight & Accountability: Good Governance and Accountability: Increase role of media in promoting accountability,15153,,01/01/2016,31/12/2016,Domestic Oversight & Accountability: Good Governance and Accountability: Increase role of media in promoting accountabilityincrease in quality&diversityof investigative journalism,0,0,2,,,1,,,0,0,0,0,918,450,450, 0.50 , 0.50 ,,,450,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000180,B1PAA-RECHQ050,8,550,"Al Haq, Law In The Service Of Man",23000,3,10,110,B01,Human Rights & Recovery Assistance: Al Haq - Irish Aid 2016 funding 14/12/2016,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Al Haq - Irish Aid 2016 funding 14/12/2016,0,0,2,,,1,,,0,0,0,0,918,80,80, 0.09 , 0.09 ,,,80,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000181,B1PAA-RECHQ050,8,550,Bimkom Planners For Planning Rights,23000,3,10,110,B01,Human Rights & Recovery Assistance: BIMKOM - Irish Aid core funding 2016 16 13,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: BIMKOM - Irish Aid core funding 2016 16 13,0,0,2,,,1,,,0,0,0,0,918,85,85, 0.09 , 0.09 ,,,85,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000182,B1PAA-RECHQ050,8,550,Gisha-Legal Centre For Freedom,23000,3,10,110,B01,Human Rights & Recovery Assistance: Gisha - Irish Aid core funding 2016 16 14,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Gisha - Irish Aid core funding 2016 16 14,0,0,2,,,1,,,0,0,0,0,918,90,90, 0.10 , 0.10 ,,,90,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000184,B1PAA-RECHQ050,8,550,Jerusalem Legal Aid & Human Rights Centre (JLAC),23000,3,10,110,B01,Human Rights & Recovery Assistance: Jerusalem Legal Aid & HR Centre -2016 core funding PAL 16 15,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Jerusalem Legal Aid & HR Centre -2016 core funding PAL 16 15,0,0,2,,,1,,,0,0,0,0,918,75,75, 0.08 , 0.08 ,,,75,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000186,B1PAA-RECHQ050,8,550,Yesh Din Volunteers For Human Rights,23000,3,10,110,B01,Human Rights & Recovery Assistance: Yesh Din - Irish Aid core funding 16 18,15160,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Yesh Din - Irish Aid core funding 16 18,0,0,2,,,1,,,0,0,0,0,918,90,90, 0.10 , 0.10 ,,,90,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000183,B1PAA-RECHQ050,8,550,Miftah,23000,3,10,110,B01,Human Rights & Recovery Assistance: Miftah - Irish Aid core funding 2016 16 16,15170,,01/01/2016,31/12/2016,Human Rights & Recovery Assistance: Miftah - Irish Aid core funding 2016 16 16,2,0,1,,,1,,,0,0,0,0,918,70,70, 0.08 , 0.08 ,,,70,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000280,B1TANOB4GGA-TANOB4DOAC,8,282,Haki Elimu,23000,3,10,110,B01,"Domestic Oversight & Accountability: Good Governance and Accountability: Support open ,just & democratic society witquality education forall",15150,,01/01/2016,31/12/2016,"Domestic Oversight & Accountability: Good Governance and Accountability: Support open ,just & democratic society witquality education forall (2012-2016 str",1,0,2,,,1,,,0,0,0,0,918,250,250, 0.28 , 0.28 ,,,250,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002036,B4ESSWASH-WASHQ001,8,998,Community Led Total Sanitation Foundation,23000,3,10,110,B01,WATER/SANITATION GENERAL: 2016-2017 COMMUNITY LED TOTAL SANITATION FOUNDATION CONTRIBUTION,14010,,01/01/2016,31/12/2016,WATER/SANITATION GENERAL: 2016-2017 COMMUNITY LED TOTAL SANITATION FOUNDATION CONTRIBUTION,2,,,,,,,,,,,,918,40,40, 0.04 , 0.04 ,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000191,B1RSAOB1ICL-GENRSSON01,8,218,Sonke Gender Jusitce Network,23000,3,10,110,B01,"Sonke Gender Justice Network: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Preventing and responding to GBV in SA",15170,,01/01/2016,31/12/2016,"Sonke Gender Justice Network: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: Preventing and responding to GBV in SA",2,0,0,,,1,,,0,0,0,0,918,450,450, 0.50 , 0.50 ,,,450,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000190,B1RSAOB1ICL-GENRSHBF02,8,218,Hivos Basket Fund,23000,3,10,110,B01,"Hivos Joint Gender Fund: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: grant to support CSOs on GBV Programmein SA and Socio Econinequality",15170,,01/01/2016,31/12/2016,"Hivos Joint Gender Fund: Intergrated Serv At Community-Gbv,Hiv&Aids And Tb: grant to support CSOs on GBV Programmein SA and Socio Econinequality",2,0,0,,,1,,,0,0,0,0,918,350,350, 0.39 , 0.39 ,,,350,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016002018,B4ESSHEA-HEAHQ001,8,998,European Vaccine Initiative,31000,3,10,110,B01,HEALTH HQ - GENERAL: IA GRANT EVI 2016,12250,,01/01/2016,31/12/2016,HEALTH HQ - GENERAL: IA GRANT EVI 2016,1,,0,,,,,,,,,,918,500,500, 0.55 , 0.55 ,,,500,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016002022,B4ESSHEA-HEAHQ001,8,998,Medicines For Malaria Venture,31000,3,10,110,B01,HEALTH HQ - GENERAL: MEDICINES FOR MALARIA VENTURE 2016 PAYMENT ADDENDUM TO 2011-2015AGREEMENT,12262,,01/01/2016,31/12/2016,HEALTH HQ - GENERAL: MEDICINES FOR MALARIA VENTURE 2016 PAYMENT ADDENDUM TO 2011-2015AGREEMENT,1,,,,,,,,,,,,918,1000,1000, 1.11 , 1.11 ,,,1000,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016002032,B4ESSHIV-HIVHQ001,8,998,International Aids Vaccine Initiative,30005,3,10,110,B01,HIV - GENERAL: INTERNATIONAL AIDS VACCINE INITATIVE (IAVI) 2016 ADDENDUM TO AGREEMENT SIGNED ON 12/11/2012,13040,,01/01/2016,31/12/2016,HIV - GENERAL: INTERNATIONAL AIDS VACCINE INITATIVE (IAVI) 2016 ADDENDUM TO AGREEMENT SIGNED ON 12/11/2012,1,,,,,,,,,,,,918,850,850, 0.94 , 0.94 ,,,850,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016002031,B4ESSHIV-HIVHQ001,8,998,International Partnership For Microbicides,30006,3,10,110,B01,HIV - GENERAL: INTERNATIONAL PARTNERSHIP FOR MICROBICIDES IA 2016 FUNDING,13040,,01/01/2016,31/12/2016,HIV - GENERAL: INTERNATIONAL PARTNERSHIP FOR MICROBICIDES IA 2016 FUNDING,1,,0,,,1,,,,,,,918,1000,1000, 1.11 , 1.11 ,,,1000,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016002019,B4ESSHEA-HEAHQ001,8,998,Global Alliance For Tb  Development Inc,32000,3,10,110,B01,HEALTH HQ - GENERAL: IA TB ALLIANCE PAYMENT 2016,12263,,01/01/2016,31/12/2016,HEALTH HQ - GENERAL: IA TB ALLIANCE PAYMENT 2016,1,,,,,,,,,,,,918,1000,1000, 1.11 , 1.11 ,,,1000,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016002067,B4RESCLM-ENV2HQ001,8,998,International Institute For Env & Development,21021,3,10,110,B01,ENVIRONMENT - CLIMATE CHANGE: SUPPORT FOR IRISH AID POLICY FOR THE ENVIRONMENT AND ENVIRONMENT CAPACITY DEVELOPMENT WITHIN IA,41082,,01/01/2016,31/12/2016,ENVIRONMENT - CLIMATE CHANGE: SUPPORT FOR IRISH AID POLICY FOR THE ENVIRONMENT AND ENVIRONMENT CAPACITY DEVELOPMENT WITHIN IA,0,2,1,,,,,,0,2,2,0,918,1100,1100, 1.22 , 1.22 ,,,1100,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001967,B3STAB-RECHQ025,8,998,Institute For Integrated Transitions,51000,3,10,110,B01,Conflict Resolution: IFIT 1601 CORE FUNDING 2016-2017,15220,,01/01/2016,31/12/2016,Conflict Resolution: IFIT 1601 CORE FUNDING 2016-2017,1,,2,,,,,,,,,,918,200,200, 0.22 , 0.22 ,,,200,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002108,B6RESCH-PPERES01,8,998,DSA Ireland  C/O Trinity International Development,51000,3,10,110,B01,Research: July 2016 - December 2017,11110,,01/01/2016,31/12/2016,Research: July 2016 - December 2017,,,,,,,,,,,,,918,75,75, 0.08 , 0.08 ,,,75,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016002245,NON DCD ODA,8,3000,OSCE,47131,2,10,110,B02,OSCE Unified Budget,99810,,01/01/2016,31/12/2016,OSCE Unified Budget,,,,,,,,,,,,,918,791.646,791.646, 0.88 , 0.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002232,NON DCD ODA,8,3000,Council of Europe,47138,2,10,110,B02,Council of Europe,99810,,01/01/2016,31/12/2016,Council of Europe,,,,,,,,,,,,,918,989.916,989.916, 1.09 , 1.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,99,2016002222,NON DCD ODA,8,3000,GEF,47044,2,10,110,B02,Ireland's Contribution to the GEF,99810,,01/01/2016,31/12/2016,Ireland's Contribution to the GEF,,,,,,,,,,,,,918,1420,1420, 1.57 , 1.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002034,B4ESSHIV-HIVHQ002,8,3000,Global Fund To Fight Aids/Malaria/Tb-World Bank,47045,2,10,110,B02,"HIV TRI-FOCUS: GLOBAL FUND TO FIGHT AIDS, TB AND MALARIA MTO NO 069001 YEAR 3 OF 3",99810,,01/01/2016,31/12/2016,"HIV TRI-FOCUS: GLOBAL FUND TO FIGHT AIDS, TB AND MALARIA MTO NO 069001 YEAR 3 OF 3",,,,,,,,,,,,,918,10000,10000, 11.06 , 11.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002181,E1UNASS-UNHQ001,8,3000,Iom Geneva,47066,2,10,110,B02,UN AGENECIES - GENERAL: Assessed Contributions to UN Agencies: IOM ASSESSED CONTRIBUTION IRELAND,99810,,01/01/2016,31/12/2016,UN AGENECIES - GENERAL: Assessed Contributions to UN Agencies: IOM ASSESSED CONTRIBUTION IRELAND,,,,,,,,,,,,,918,191.06751,191.06751, 0.21 , 0.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,99,2016002221,NON DCD ODA,8,3000,Montreal Protocol,47078,2,10,110,B02,Ireland's Contribution to the Montreal Protocol,99810,,01/01/2016,31/12/2016,Ireland's Contribution to the Montreal Protocol,,,,,,,,,,,,,918,632.395,632.395, 0.70 , 0.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002024,B4ESSHEA-HEAHQ001,8,3000,The Gavi Alliance,47122,2,10,110,B02,HEALTH HQ - GENERAL: CORE FUNDING FOR 2016-2020 GAVI,99810,,01/01/2016,31/12/2016,HEALTH HQ - GENERAL: CORE FUNDING FOR 2016-2020 GAVI,,,,,,,,,,,,,918,3000,3000, 3.32 , 3.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,99,2016002255,NON DCD ODA,8,3000,EU Commission,42001,2,10,110,B02,Ireland Share of the EU Development Co-operation Budget,99810,,01/01/2016,31/12/2016,Ireland Share of the EU Development Co-operation Budget,,,,,,,,,,,,,918,147289.145,147289.145, 162.88 , 162.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002168,D1EDF-INTLHQ001,8,3000,Commission Of The European Union,42003,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: EDF Bridging Facility Balance 2016 e2847274,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: EDF Bridging Facility Balance 2016 e2847274,,,,,,,,,,,,,918,2847.274,2847.274, 3.15 , 3.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002169,D1EDF-INTLHQ001,8,3000,Commission Of The European Union,42003,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: EDF 2ND INSTALMENT 2016 (CION),99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: EDF 2ND INSTALMENT 2016 (CION),,,,,,,,,,,,,918,8500.25986,8500.25986, 9.40 , 9.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002166,D1EDF-INTLHQ001,8,3000,Commission Of The European Union,42003,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: EDF 3RD INSTALMENT 2016,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: EDF 3RD INSTALMENT 2016,,,,,,,,,,,,,918,6370,6370, 7.04 , 7.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002167,D1EDF-INTLHQ001,8,3000,Commission Of The European Union,42003,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: EDF 1ST INSTALMENT 2016 e15925000,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: EDF 1ST INSTALMENT 2016 e15925000,,,,,,,,,,,,,918,15925,15925, 17.61 , 17.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002165,D1EDF-INTLHQ001,8,3000,European Investment Bank,42004,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: EIB 3RD INSTALMENT 2016 IRELAND,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: EIB 3RD INSTALMENT 2016 IRELAND,,,,,,,,,,,,,918,455,455, 0.50 , 0.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002170,D1EDF-INTLHQ001,8,3000,European Investment Bank,42004,2,10,110,B02,INTL FUNDS - GENERAL: European Development Fund: IRELAND 2ND INSTALMENT EIB,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: European Development Fund: IRELAND 2ND INSTALMENT EIB,,,,,,,,,,,,,918,910,910, 1.01 , 1.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,2,2016002229,NON DCD ODA,8,3000,World Bank Group - IBRD,44001,2,10,110,B02,World Bank General Capital Increase,99810,,01/01/2016,31/12/2016,World Bank General Capital Increase,,,,,,,,,,,,,918,2641.675,2641.675, 2.92 , 2.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,2,2016002227,NON DCD ODA,8,3000,World Bank (IDA),44002,2,10,110,B02,IDA16 Contribution,99810,,01/01/2016,31/12/2016,IDA16 Contribution,,,,,,,,,,,,,918,12960,12960, 14.33 , 14.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,2,2016002228,NON DCD ODA,8,3000,World Bank (IDA),44002,2,10,110,B02,IDA17 Contribution,99810,,01/01/2016,31/12/2016,IDA17 Contribution,,,,,,,,,,,,,918,10530,10530, 11.64 , 11.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002176,D1TRAD-INTLHQ001,8,3000,International Trade Centre,45001,2,10,110,B02,INTL FUNDS - GENERAL: Aid For Trade: ITC TRUST FUND WINDOW 1,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: Aid For Trade: ITC TRUST FUND WINDOW 1,,,,,,,,,,,,,918,800,800, 0.88 , 0.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002180,D1TRAD-INTLHQ001,8,3000,Wto Advisory Law Centre,45002,2,10,110,B02,INTL FUNDS - GENERAL: Aid For Trade: WTO ACWL ADVISORY CENTRE FOR WTO LAW,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: Aid For Trade: WTO ACWL ADVISORY CENTRE FOR WTO LAW,0,,0,,,,,,,,,,918,350,350, 0.39 , 0.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,2,2016002230,NON DCD ODA,8,3000,Asian Development Bank,46004,2,10,110,B02,ADB General Capital Increase,99810,,01/01/2016,31/12/2016,ADB General Capital Increase,,,,,,,,,,,,,918,969.712,969.712, 1.07 , 1.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,2,2016002231,NON DCD ODA,8,3000,Asian Development Fund,46005,2,10,110,B02,ADF XI Contribution,99810,,01/01/2016,31/12/2016,ADF XI Contribution,,,,,,,,,,,,,918,5000,5000, 5.53 , 5.53 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002200,E1UNVOL-UNHQ001,8,3000,Unaids,41110,2,10,110,B02,UN AGENECIES - GENERAL: Voluntary Contributions to UN Agencies: 2016 UNAIDS CORE CONTRIBUTION,99810,,01/01/2016,31/12/2016,UN AGENECIES - GENERAL: Voluntary Contributions to UN Agencies: 2016 UNAIDS CORE CONTRIBUTION,,,,,,,,,,,,,918,2400,2400, 2.65 , 2.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002191,E1UNVOL-UNHQ001,8,3000,Unaids,41110,2,10,110,B02,UN AGENECIES - GENERAL: Voluntary Contributions to UN Agencies: 2016 UNAIDS CORE CONTRIBUTION EXTRA,99810,,01/01/2016,31/12/2016,UN AGENECIES - GENERAL: Voluntary Contributions to UN Agencies: 2016 UNAIDS CORE CONTRIBUTION EXTRA,,,,,,,,,,,,,918,248,248, 0.27 , 0.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002183,E1UNASS-UNHQ001,8,3000,Unccd  Un Convention To Combat Desertification,41101,2,10,110,B02,UN AGENECIES - GENERAL: Assessed Contributions to UN Agencies: UNCCD 2016 IRELAND CORE BUDGET,99810,,01/01/2016,31/12/2016,UN AGENECIES - GENERAL: Assessed Contributions to UN Agencies: UNCCD 2016 IRELAND CORE BUDGET,,,,,,,,,,,,,918,31.215,31.215, 0.03 , 0.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016002174,D1OTHER-INTLHQ001,8,3000,International Fund For Agricultural Development,41108,2,10,110,B02,INTL FUNDS - GENERAL: Other International Funds: IRELAND PLEDGE 10TH REPLENISHMENT IFAD,99810,,01/01/2016,31/12/2016,INTL FUNDS - GENERAL: Other International Funds: IRELAND PLEDGE 10TH REPLENISHMENT IFAD,,,,,,,,,,,,,918,2000,2000, 2.21 , 2.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
